시설명,시설유형,도로명 주소,lat,lon,행정구역
장수주공아파트,노인여가복지시설,인천광역시 남동구 장수로 27,37.45176008,126.7485323,남동구
서창LH1단지,노인여가복지시설,"인천광역시 남동구 서창남순환로 124-12,14",37.42972721,126.7432042,남동구
서창LH3청아안아파트,노인여가복지시설,인천광역시 남동구 서창남순환로 110,37.43014164,126.7465982,남동구
서창LH6단지(에코에비뉴),노인여가복지시설,인천광역시 남동구 서창남순환로 190-100,37.42436684,126.7407404,남동구
서창LH7단지(퍼스트뷰),노인여가복지시설,인천광역시 남동구 서창남순환로 190-15,37.42317703,126.7449405,남동구
서창LH8단지,노인여가복지시설,인천광역시 남동구 서창남순환로 201,37.42595089,126.7456625,남동구
서창베라체아파트경로당(11단지),노인여가복지시설,인천광역시 남동구 서창남로 17,37.41960174,126.751078,남동구
서창LH12단지,노인여가복지시설,인천광역시 남동구 서창남로 2,37.41979328,126.7530066,남동구
서창LH15단지,노인여가복지시설,인천광역시 남동구 서창남로 109,37.4295402,126.7468116,남동구
이편한세상서창아파트,노인여가복지시설,인천광역시 남동구 서창남순환로 9,37.42509602,126.7500265,남동구
서창센트럴푸르지오아파트,노인여가복지시설,인천광역시 남동구 서창남순환로 55,37.42978986,126.748265,남동구
서창호반베르디움아파트,노인여가복지시설,인천광역시 남동구 서창남순환로 200,37.42358799,126.7471593,남동구
더포레스트아파트,노인여가복지시설,인천광역시 남동구 서창남순환로 140,37.42766008,126.7445494,남동구
서창꿈에그린아파트,노인여가복지시설,인천광역시 남동구 운연천로 11,37.43093736,126.7562569,남동구
서창LH14단지아파트,노인여가복지시설,인천광역시 남동구 운연천로 9,37.42815399,126.7580541,남동구
서창청광플러스원아파트,노인여가복지시설,인천광역시 남동구 서창남순환로 82,37.43128031,126.7477657,남동구
남촌,노인여가복지시설,인천광역시 남동구 남촌동로26번길 20,37.43294065,126.7160438,남동구
신남촌,노인여가복지시설,인천광역시 남동구 남촌동로45번길 4,37.43154679,126.7138078,남동구
수산,노인여가복지시설,인천광역시 남동구 구수골로 7,37.43269076,126.7313019,남동구
도림이,노인여가복지시설,인천광역시 남동구 도림북로 49,37.42618885,126.7333209,남동구
도림동,노인여가복지시설,인천광역시 남동구 도림로 24,37.41947307,126.728,남동구
청호아파트,노인여가복지시설,인천광역시 남동구 남촌로93번길 44,37.42714311,126.71403,남동구
풍림1차아파트,노인여가복지시설,인천광역시 남동구 남촌동로15번길 21,37.4309526,126.7171738,남동구
풍림2차아파트,노인여가복지시설,인천광역시 남동구 남촌동로 8,37.43267136,126.7177998,남동구
풍림3차아파트,노인여가복지시설,인천광역시 남동구 남촌로84번길 38,37.4309526,126.7171738,남동구
도림주공아파트1단지,노인여가복지시설,인천광역시 남동구 논고개로334번길 17,37.42038693,126.7317127,남동구
도림주공아파트2단지,노인여가복지시설,인천광역시 남동구 오봉로 33,37.41863709,126.7307028,남동구
도림아이파크,노인여가복지시설,인천광역시 남동구 도리미로 8,37.42169127,126.7315099,남동구
도림벽산블루밍아파트,노인여가복지시설,인천광역시 남동구 도림로 8,37.42101233,126.728697,남동구
소래,노인여가복지시설,인천광역시 남동구 장도로 55,37.40070631,126.7374428,남동구
성화,노인여가복지시설,인천광역시 남동구 앵고개로941번길 18-16,37.40366665,126.7353714,남동구
등대마을사할린,노인여가복지시설,인천광역시 남동구 청능대로715번길 62,37.40950498,126.7353299,남동구
소래마을풍림아파트,노인여가복지시설,인천광역시 남동구 청능대로718번길 7,37.4058606,126.7383165,남동구
휴먼시아동산마을주공8단지아파트,노인여가복지시설,인천광역시 남동구 소래역로 119,37.40498436,126.7280076,남동구
별빛마을웰카운티아파트,노인여가복지시설,인천광역시 남동구 논현로 235,37.40685557,126.7319293,남동구
단풍마을주공11단지,노인여가복지시설,인천광역시 남동구 소래역로 94,37.40566549,126.7343891,남동구
산뒤마을주공12단지,노인여가복지시설,인천광역시 남동구 청능대로715번길 59,37.40835917,126.735191,남동구
푸르내마을주공13단지,노인여가복지시설,인천광역시 남동구 포구로 98,37.40736414,126.7356708,남동구
논현주공14단지아파트,노인여가복지시설,인천광역시 남동구 청능대로715번길 22,37.41020385,126.7358038,남동구
논현신영지웰아파트,노인여가복지시설,인천광역시 남동구 소래역로 93,37.40368686,126.7305256,남동구
논현한라아파트,노인여가복지시설,인천광역시 남동구 포구로 64-6,37.40413964,126.7374756,남동구
유호엔씨티,노인여가복지시설,인천광역시 남동구 포구로 35,37.40116337,126.7380563,남동구
하나소망,노인여가복지시설,인천광역시 남동구 앵고개로941번길 11-22,37.40283618,126.7335443,남동구
논현푸르지오경로당,노인여가복지시설,인천광역시 남동구 포구로 40,37.40294233,126.7384218,남동구
사할린,노인여가복지시설,인천광역시 남동구 논현고잔로 211-15,37.40067185,126.7158147,남동구
동보아파트,노인여가복지시설,인천광역시 남동구 남동대로370번길 122,37.41317957,126.7117833,남동구
논현주공아파트 1단지,노인여가복지시설,인천광역시 남동구 호구포로 294,37.40983638,126.7134106,남동구
논현주공아파트 2-1단지,노인여가복지시설,인천광역시 남동구 함박뫼로 439,37.41187493,126.7111279,남동구
논현주공아파트 2-2단지,노인여가복지시설,인천광역시 남동구 함박뫼로 439,37.41187493,126.7111279,남동구
논현숲속마을 1단지,노인여가복지시설,인천광역시 남동구 은봉로165번길 24,37.40656868,126.7103829,남동구
논현범마을 2단지,노인여가복지시설,인천광역시 남동구 은봉로166번길 27,37.40333543,126.7096928,남동구
논현하늘마을 3단지,노인여가복지시설,인천광역시 남동구 논현로 45,37.40344256,126.7145703,남동구
논현하늘마을 4단지,노인여가복지시설,인천광역시 남동구 논현로 81,37.40275263,126.7157567,남동구
논현주공5단지아파트,노인여가복지시설,인천광역시 남동구 논현로 105,37.40267855,126.7188979,남동구
어진마을한화꿈에그린아파트,노인여가복지시설,인천광역시 남동구 논현로 106,37.40096425,126.7203501,남동구
논현신일해피트리 7단지,노인여가복지시설,인천광역시 남동구 은봉로 288,37.4039618,126.7225807,남동구
논현논고개마을경로당,노인여가복지시설,인천광역시 남동구 은봉로 297,37.40584293,126.7223907,남동구
고잔,노인여가복지시설,인천광역시 남동구 앵고개로697번길 59,37.39150961,126.7151126,남동구
동촌,노인여가복지시설,인천광역시 남동구 고잔로 100-14,37.38832699,126.7157654,남동구
소래휴먼시아 1단지,노인여가복지시설,인천광역시 남동구 앵고개로815번길 70,37.39825485,126.7231067,남동구
소래휴먼시아 3단지,노인여가복지시설,인천광역시 남동구 앵고개로815번길 22,37.39815587,126.7247911,남동구
소래LH4단지,노인여가복지시설,인천광역시 남동구 논고개로68번길 34,37.39854657,126.7284438,남동구
에코메트로5단지,노인여가복지시설,인천광역시 남동구 소래역남로 39,37.39858043,126.7307585,남동구
에코메트로6단지,노인여가복지시설,인천광역시 남동구 아암대로1503번길 98,37.39471819,126.7285423,남동구
에코메트로7단지,노인여가복지시설,인천광역시 남동구 에코중앙로 163,37.39366107,126.7257594,남동구
에코메트로9단지,노인여가복지시설,인천광역시 남동구 에코중앙로 96,37.38725288,126.7222542,남동구
에코메트로10단지,노인여가복지시설,인천광역시 남동구 아암대로1503번길 21,37.39116252,126.7280263,남동구
에코메트로한화11단지,노인여가복지시설,인천광역시 남동구 논고개로 17,37.39535478,126.7307677,남동구
에코메트로한화12단지,노인여가복지시설,인천광역시 남동구 논고개로 10,37.39787315,126.7337068,남동구
논현힐스테이트아파트,노인여가복지시설,인천광역시 남동구 논고개로68번길 49,37.40087373,126.7295114,남동구
에코메트로더타워,노인여가복지시설,인천광역시 남동구 소래역남로 40,37.40018244,126.7322675,남동구
소망의집,노인주거복지시설,인천광역시 남동구 논현고잔로88번길 35(고잔동),37.39074797,126.7146739,남동구
초도노인요양원,노인의료복지시설,인천광역시 남동구 호구포로739번길 19 (구월동),37.44817439,126.7174451,남동구
구세군남동평강의마을,노인의료복지시설,인천광역시 남동구 고잔로 20 (고잔동),37.39485634,126.7162979,남동구
만수요양원,노인의료복지시설,인천광역시 남동구 인주대로888번길 20 (만수동),37.44740374,126.7354161,남동구
성화은혜노인요양원,노인의료복지시설,인천광역시 남동구 서판로53번길 15 (만수동),37.4646728,126.7258224,남동구
예수사랑노인복지원,노인의료복지시설,인천광역시 남동구 덕골로 117-1 (수산동),37.43040489,126.7231828,남동구
금빛요양원,노인의료복지시설,"인천광역시 남동구 하촌로 18, 4층 (만수동, 덕양빌딩)",37.44973693,126.7311613,남동구
박사요양원,노인의료복지시설,인천광역시 남동구 남동대로921번길 29 (간석동),37.46484844,126.7063088,남동구
아름다운세상만들기요양원,노인의료복지시설,인천광역시 남동구 용부리안길 68 (운연동),37.43530132,126.7694617,남동구
정진의료재단 영화요양원,노인의료복지시설,"인천광역시 남동구 소래역로 42, 5층 501호 (논현동, 소래타워)",37.40082392,126.7349561,남동구
천사노인요양원,노인의료복지시설,"인천광역시 남동구 구월로 335, 3층 (만수동, 녹수빌딩)",37.45549691,126.7280237,남동구
가족사랑요양원,노인의료복지시설,"인천광역시 남동구 구월로 320-1, 5층 (만수동, 국제빌딩)",37.45521705,126.7262992,남동구
성녀모니카의집요양원,노인의료복지시설,인천광역시 남동구 만수서로37번길 81 (만수동),37.45977911,126.7273974,남동구
남동노아요양원,노인의료복지시설,"인천광역시 남동구 인주대로763번길 50, 2,4층 (구월동)",37.45133705,126.7224431,남동구
사랑요양원,노인의료복지시설,인천광역시 남동구 호구포로765번길 9 (구월동),37.45059632,126.7181045,남동구
남동바다의별요양원,노인의료복지시설,"인천광역시 남동구 호구포로 221, 6층 (논현동, 남동메디칼센타)",37.40277676,126.7096911,남동구
인천효요양원,노인의료복지시설,"인천광역시 남동구 석정로 516, 7~9층 (간석동)",37.46547619,126.6929253,남동구
글라라의집,노인의료복지시설,"인천광역시 남동구 논고개로 101, 1401호 (논현동, 아름다운타워)",37.39999878,126.7243985,남동구
(인천)VIP요양원,노인의료복지시설,인천광역시 남동구 인주대로 813 (구월동),37.44893369,126.7276827,남동구
행복한남촌요양원,노인의료복지시설,"인천광역시 남동구 남촌동로3번길 14 (남촌동, 2층, 3층 일부)",37.43135873,126.7172346,남동구
해피트리요양원,노인의료복지시설,"인천광역시 남동구 구월남로 174 (구월동, 그랜드프라자 5층,7층)",37.45277771,126.7090708,남동구
예랑요양원,노인의료복지시설,인천광역시 남동구 구월말로4번길 9-23 (구월동),37.45030023,126.7248906,남동구
행복한요양원,노인의료복지시설,"인천광역시 남동구 구월로 320-1, 4층 (만수동, 국제빌딩)",37.45521705,126.7262992,남동구
참조은요양원1호,노인의료복지시설,"인천광역시 남동구 석정로 467, 4층 (간석동, 화성빌딩)",37.46632774,126.6876428,남동구
참조은요양원2호,노인의료복지시설,"인천광역시 남동구 석정로 467, 4층 (간석동, 화성빌딩)",37.46632774,126.6876428,남동구
사랑의마을요양원,노인의료복지시설,인천광역시 남동구 도림북로19번길 37 (도림동),37.42312597,126.7317004,남동구
가인요양원,노인의료복지시설,"인천광역시 남동구 청능대로 593, 9층 (논현동, 신성프라자)",37.40148341,126.7250398,남동구
에덴의집,노인의료복지시설,"인천광역시 남동구 구월로 318, 4층 (만수동, 대성빌딩)",37.45527512,126.7258348,남동구
인향요양원,노인의료복지시설,"인천광역시 남동구 인주대로 670, 2층 (구월동)",37.44909966,126.711383,남동구
라엘요양원,노인의료복지시설,"인천광역시 남동구 하촌로 55 (만수동, 4층,5층일부,6층)",37.45288174,126.7328601,남동구
천사의집1호,노인의료복지시설,"인천광역시 남동구 남동대로774번길 47, 2층 (구월동)",37.4513537,126.7106888,남동구
천사의집2호,노인의료복지시설,"인천광역시 남동구 남동대로774번길 47, 3층 (구월동)",37.4513537,126.7106888,남동구
미소지움요양원,노인의료복지시설,"인천광역시 남동구 청능대로 593, 2~3층 (논현동, 신성프라자)",37.40148341,126.7250398,남동구
참좋은요양원,노인의료복지시설,인천광역시 남동구 서판로 52 (만수동),37.46391339,126.7255866,남동구
신논현요양원,노인의료복지시설,"인천광역시 남동구 논고개로 120, 6층 (논현동, 논현프라자)",37.40199935,126.7244211,남동구
아이러브요양원,노인의료복지시설,"인천광역시 남동구 청능대로 559, 8,9층 (논현동, 논현메디컬센터)",37.40090402,126.7214467,남동구
소래실버요양원,노인의료복지시설,"인천광역시 남동구 소래역남로16번길 8-31 (논현동, 2층일부,3,4층)",37.39820395,126.7359939,남동구
새소망요양원,노인의료복지시설,인천광역시 남동구 구월로131번길 41 (간석동),37.45867723,126.7047422,남동구
남동노인요양센터,노인의료복지시설,"인천광역시 남동구 소래로 640, 지1층, 2~5층 (만수동, 호성빌딩)",37.44670524,126.7332919,남동구
축복요양원,노인의료복지시설,"인천광역시 남동구 석정로 467, 3층 (간석동, 화성빌딩)",37.46632774,126.6876428,남동구
무궁채요양원,노인의료복지시설,"인천광역시 남동구 담방로60번길 23, 1~4층 (만수동)",37.44539892,126.7400606,남동구
갤럭시요양원,노인의료복지시설,"인천광역시 남동구 남동대로 931, 지하1, 7~9층 (간석동)",37.46548313,126.7074961,남동구
효은요양원,노인의료복지시설,"인천광역시 남동구 서창남순환로216번길 30, 601호 (서창동, 대홍프라자)",37.42286934,126.7490693,남동구
우리집요양원,노인의료복지시설,"인천광역시 남동구 호구포로 897, 6층 (간석동)",37.4624844,126.7200834,남동구
다우리요양원,노인의료복지시설,"인천광역시 남동구 서창남순환로215번길 35, 601호 (서창동, 승민프라자)",37.42548814,126.7470599,남동구
사랑의쉼터요양원,노인의료복지시설,"인천광역시 남동구 호구포로 897, 3,4층 (간석동)",37.4624844,126.7200834,남동구
노블레사요양원,노인의료복지시설,"인천광역시 남동구 서창남순환로216번길 20, 7층 (서창동, 승연프라자)",37.42319992,126.7488039,남동구
실버프리 인천,노인의료복지시설,인천광역시 남동구 석정로 473-2 (간석동),37.46639782,126.6882746,남동구
성심사랑요양원,노인의료복지시설,"인천광역시 남동구 인주대로 909 (만수동, 성심사랑요양원)",37.44847365,126.7385738,남동구
만수효요양원,노인의료복지시설,"인천광역시 남동구 장승로 18, 3층 (만수동, 장승백이빌딩)",37.44599989,126.734739,남동구
존엄케어요양원,노인의료복지시설,"인천광역시 남동구 논고개로 121, 10층 (논현동, 에스닷몰)",37.40192922,126.7237672,남동구
호구포요양원,노인의료복지시설,"인천광역시 남동구 호구포로 214, 5층 (논현동)",37.40198793,126.710066,남동구
영재요양원,노인의료복지시설,인천광역시 남동구 만수서로37번길 11 (만수동),37.46194761,126.7296327,남동구
평강요양원,노인의료복지시설,"인천광역시 남동구 앵고개로 928, 5층 (논현동)",37.40171225,126.7337665,남동구
에덴요양원,노인의료복지시설,인천광역시 남동구 찬우물로 45 (수산동),37.43700353,126.7217939,남동구
자연실버타운,노인의료복지시설,인천광역시 남동구 논고개로 273 (도림동),37.41505746,126.7262785,남동구
웃음꽃피는마을 요양원,노인의료복지시설,"인천광역시 남동구 예술로 206, 7층 (구월동)",37.45242769,126.701787,남동구
새날요양원,노인의료복지시설,"인천광역시 남동구 석산로 248, 4층 (구월동)",37.46061532,126.7197196,남동구
코끼리요양원,노인의료복지시설,인천광역시 남동구 수현로14번길 13-26 (장수동),37.46455708,126.7495966,남동구
괜찮은요양원,노인의료복지시설,"인천광역시 남동구 논현로26번길 15, 5층 (논현동)",37.40229548,126.7093492,남동구
오렌지요양원,노인의료복지시설,인천광역시 남동구 석산로 181 (간석동),37.46077501,126.7120193,남동구
세인트요양원,노인의료복지시설,"인천광역시 남동구 호구포로 826, 3,5~7층 (구월동)",37.45618267,126.7197612,남동구
두경요양원,노인의료복지시설,"인천광역시 남동구 백범로 417, 2,3,6층 (간석동, 준명빌딩)",37.46730048,126.7047744,남동구
인성요양원,노인의료복지시설,인천광역시 남동구 경인로 599 (간석동),37.46502436,126.7042711,남동구
드림팰리스 요양원,노인의료복지시설,인천광역시 남동구 도림북로 48 (도림동),37.42581973,126.7333497,남동구
간석실버요양원,노인의료복지시설,"인천광역시 남동구 경인로 520, 203,503호 (간석동, 탑프라자)",37.46074602,126.6970316,남동구
크리스마스요양원,노인의료복지시설,인천광역시 남동구 경신로60번길 8 (수산동),37.44302944,126.7266186,남동구
논현요양원,노인의료복지시설,"인천광역시 남동구 청능대로 583, 1101호 (논현동)",37.40138139,126.7239346,남동구
굿모닝요양원,노인의료복지시설,인천광역시 남동구 덕골로 116 (수산동),37.42986837,126.7227286,남동구
(주)예손제이헤븐요양원,노인의료복지시설,"인천광역시 남동구 논고개로 118, 1001호 (논현동, 양진타워)",37.4016939,126.7245054,남동구
아가페요양원,노인의료복지시설,"인천광역시 남동구 남동대로916번길 75, 5층 (간석동, 간석프라자)",37.46366332,126.7124785,남동구
서창효요양원,노인의료복지시설,"인천광역시 남동구 매소홀로 1090, 2층 (서창동, 구룡이화빌딩)",37.43812979,126.7436628,남동구
서창효요양원2,노인의료복지시설,"인천광역시 남동구 매소홀로 1090, 2층 (서창동, 구룡이화빌딩)",37.43812979,126.7436628,남동구
한마음요양원,노인의료복지시설,"인천광역시 남동구 인주대로 670, 10, 11층 (구월동, 인향콤비타워)",37.44909966,126.711383,남동구
삼성요양원,노인의료복지시설,"인천광역시 남동구 만수서로 101, 501호 (만수동)",37.46148047,126.7373383,남동구
인천YWCA요양원,노인의료복지시설,"인천광역시 남동구 정각로 8, 5~7층 (구월동, 인천YWCA회관)",37.45483502,126.7027513,남동구
자연노인전문요양원,노인의료복지시설,인천광역시 남동구 만수로15번길 5 (만수동),37.45862153,126.7303558,남동구
은빛사랑재활요양원,노인의료복지시설,"인천광역시 남동구 구월남로 126, 4층 401호 (구월동, 동우메트로피아)",37.45295977,126.7034731,남동구
박사요양원Ⅱ,노인의료복지시설,"인천광역시 남동구 남동대로915번길 43, 4~5층 (간석동)",37.46458482,126.7052734,남동구
참사랑요양원,노인의료복지시설,"인천광역시 남동구 남동대로916번길 75, 3층 (간석동, 간석프라자)",37.46366332,126.7124785,남동구
한빛요양원,노인의료복지시설,"인천광역시 남동구 백범로247번길 93-12 (만수동, 지하1층~10층)",37.45617437,126.722327,남동구
봄날요양원,노인의료복지시설,"인천광역시 남동구 논현로 40, 6~7층 (논현동)",37.40226508,126.7106937,남동구
맘편한요양원,노인의료복지시설,"인천광역시 남동구 인주대로 865, 4,5층 (만수동)",37.44862761,126.7335873,남동구
새가나안요양원,노인의료복지시설,"인천광역시 남동구 청능대로595번길 17, 2층 (논현동, 성지타워)",37.40215688,126.7248251,남동구
인천은빛요양원,노인의료복지시설,"인천광역시 남동구 하촌로 26, 7층 701,702호 (만수동, 거신빌딩)",37.45023031,126.7317972,남동구
예은요양원,노인의료복지시설,"인천광역시 남동구 청능대로 581, 10층 (논현동, 광성프라자)",37.40127852,126.7235863,남동구
효다솜요양원,노인의료복지시설,"인천광역시 남동구 청능대로 581, 9층 (논현동, 광성프라자)",37.40127852,126.7235863,남동구
예사랑요양원,노인의료복지시설,"인천광역시 남동구 호구포로 221, 8층 (논현동)",37.40277676,126.7096911,남동구
도림너싱홈요양원,노인의료복지시설,인천광역시 남동구 도림북로16번길 55 (도림동),37.42461236,126.7341948,남동구
한결소래빌리지,노인의료복지시설,"인천광역시 남동구 앵고개로 944 (논현동, 2~4층)",37.40245995,126.7354369,남동구
그린케어요양원,노인의료복지시설,"인천광역시 남동구 예술로 206, 701호 (구월동)",37.45242769,126.701787,남동구
다솜요양원,노인의료복지시설,"인천광역시 남동구 청능대로 581, 11, 12층 (논현동, 광성프라자)",37.40127852,126.7235863,남동구
제일요양원,노인의료복지시설,"인천광역시 남동구 호구포로 893, 6층 (간석동)",37.46216824,126.7200096,남동구
공감요양원,노인의료복지시설,"인천광역시 남동구 주안로 231, 3층 (간석동)",37.4635051,126.6955708,남동구
가족공감요양원,노인의료복지시설,"인천광역시 남동구 구월로 335 (만수동, 녹수빌딩)",37.45549691,126.7280237,남동구
사랑채노인요양원,노인의료복지시설,"인천광역시 남동구 장승남로 66, 401호 (만수동)",37.44320413,126.7395663,남동구
효나눔의 집,노인의료복지시설,"인천광역시 남동구 백범로273번길 9, 3층 (간석동, 수정빌딩)",37.46119416,126.719088,남동구
세인트재활요양원,노인의료복지시설,"인천광역시 남동구 앵고개로934번길 5, 6층 (논현동, 씨티짱)",37.40184409,126.7351422,남동구
서창요양원1호점,노인의료복지시설,"인천광역시 남동구 매소홀로 1090, 3층 (서창동, 구룡이화빌딩)",37.43812979,126.7436628,남동구
서창요양원2호점,노인의료복지시설,"인천광역시 남동구 매소홀로 1090, 3층 (서창동, 구룡이화빌딩)",37.43812979,126.7436628,남동구
간석아가페요양원,노인의료복지시설,"인천광역시 남동구 남동대로916번길 75, 2층 (간석동, 간석프라자)",37.46366332,126.7124785,남동구
그레이스요양원,노인의료복지시설,인천광역시 남동구 당좌로 27 (구월동),37.45846981,126.717959,남동구
소망요양원,노인의료복지시설,"인천광역시 남동구 호구포로 897, 5층 (간석동)",37.4624844,126.7200834,남동구
남동효요양원,노인의료복지시설,"인천광역시 남동구 남동대로916번길 75, 4층 (간석동)",37.46366332,126.7124785,남동구
평화요양원,노인의료복지시설,"인천광역시 남동구 호구포로 915, 201호 (간석동, 호산빌딩)",37.46420959,126.7204722,남동구
가족공감요양원2,노인의료복지시설,"인천광역시 남동구 구월로 337, 5층 (만수동, 평산빌딩)",37.45548157,126.7282726,남동구
논현명품요양원,노인의료복지시설,"인천광역시 남동구 앵고개로934번길 5, 302호 (논현동, 씨티짱)",37.40184409,126.7351422,남동구
은빛사랑재활요양원 논현점,노인의료복지시설,"인천광역시 남동구 논고개로 118, 401호 (논현동)",37.4016939,126.7245054,남동구
주연요양원,노인의료복지시설,"인천광역시 남동구 논현고잔로135번길 9, 401, 503호 (고잔동)",37.39518052,126.7129608,남동구
보금자리요양원,노인의료복지시설,"인천광역시 남동구 남동대로 742, 3층 (구월동, 대화빌딩)",37.44849267,126.7077769,남동구
경인실버요양원,노인의료복지시설,"인천광역시 남동구 인주대로 719, 4층 (구월동)",37.44948501,126.7169933,남동구
숲재활요양원,노인의료복지시설,인천광역시 남동구 도림북로19번길 11 (도림동),37.42413548,126.7308926,남동구
인천광역시립요양원,노인의료복지시설,인천광역시 남동구 비류대로762번길 123 (도림동),37.41739769,126.7235389,남동구
길재활요양원,노인의료복지시설,인천광역시 남동구 인주대로751번길 11 (구월동),37.44975913,126.720673,남동구
만수글라라의집요양원1호,노인의료복지시설,"인천광역시 남동구 장승로 49-1, 3층 (만수동)",37.4455059,126.738262,남동구
만수글라라의집요양원2호,노인의료복지시설,"인천광역시 남동구 장승로 49-1, 4층 (만수동)",37.4455059,126.738262,남동구
더사랑요양원,노인의료복지시설,"인천광역시 남동구 구월로 318, 5층 (만수동)",37.45527512,126.7258348,남동구
사랑가득요양원,노인의료복지시설,"인천광역시 남동구 논현고잔로135번길 9 (고잔동, 세일빌딩 301호, 302호 ,303호, 501호)",37.39518052,126.7129608,남동구
실버프리인천요양원,노인의료복지시설,인천광역시 남동구 석정로 473-2 (간석동),37.46639782,126.6882746,남동구
예가온요양원,노인의료복지시설,"인천광역시 남동구 담방로 80, 제지~6층 (만수동)",37.44653534,126.7393183,남동구
남동재가노인지원서비스센터,재가노인복지시설,"인천광역시 남동구 구월말로120번길 22, 2층 (만수동)",37.45891392,126.7265417,남동구
남동엔젤스노인복지센터,재가노인복지시설,"인천광역시 남동구 백범로 370, 205호 (간석동)",37.46641213,126.7100575,남동구
굿하트 재가복지센터 인천남동,재가노인복지시설,"인천광역시 남동구 구월남로 92 (구월동, 2~3층)",37.45341184,126.6995095,남동구
송이노인복지센터,재가노인복지시설,"인천광역시 남동구 구월말로 59 (만수동, 2층 일부)",37.45439884,126.7247872,남동구
길상화노인복지센터,재가노인복지시설,"인천광역시 남동구 구월남로 349, 가동 1층 1호 (만수동, 이림휴먼빌리지)",37.45188975,126.728582,남동구
(A+)동행노인복지센터,재가노인복지시설,"인천광역시 남동구 남동대로 901, 2층 (간석동)",37.46286581,126.7079254,남동구
참좋은주야간보호센터,재가노인복지시설,인천광역시 남동구 서판로 52 (만수동),37.46391339,126.7255866,남동구
미소주간보호센터,재가노인복지시설,"인천광역시 남동구 서창남순환로216번길 36, 403호,404호 (서창동, 리치타워)",37.42257396,126.7492549,남동구
나래재가복지센터,재가노인복지시설,"인천광역시 남동구 복개동로56번길 34, 1층 (만수동)",37.4526095,126.7276431,남동구
인천노인주간보호센터논현점,재가노인복지시설,"인천광역시 남동구 앵고개로847번길 56, 3층 301,302호 (논현동)",37.3985301,126.7252366,남동구
다사랑주야간보호센터,재가노인복지시설,"인천광역시 남동구 논고개로 81, 7층 (논현동, 우리들메디타워)",37.39869042,126.7259002,남동구
어진주야간보호센터,재가노인복지시설,"인천광역시 남동구 서창방산로 51, 3층 304 305호 (서창동)",37.42234062,126.7501965,남동구
광명노인복지센터,재가노인복지시설,"인천광역시 남동구 호구포로 294-1, 203호 (논현동)",37.40882409,126.713123,남동구
평안방문요양복지센터,재가노인복지시설,"인천광역시 남동구 장승로 25, 5동 301호 (만수동, 장승백이상가)",37.44566014,126.7358296,남동구
라파주야간보호센터,재가노인복지시설,"인천광역시 남동구 장승남로 66, 305호 (만수동, 현대프라자)",37.44320413,126.7395663,남동구
나날주야간보호센터,재가노인복지시설,"인천광역시 남동구 만수서로 52, 5층 (만수동, 쓰리제이프라자)",37.46145691,126.731766,남동구
빛나리주간보호센터,재가노인복지시설,"인천광역시 남동구 남촌동로35번길 14, 3층 (남촌동)",37.4314933,126.7146901,남동구
정다운하루 방문간호센터,재가노인복지시설,"인천광역시 남동구 담방로21번길 55, 230호 (만수동)",37.44131441,126.735575,남동구
으뜸노인재활주간보호센터,재가노인복지시설,"인천광역시 남동구 매소홀로 1118, 2층호 (서창동, 현대프라자)",37.43815373,126.7467699,남동구
해피노인방문요양센터,재가노인복지시설,인천광역시 남동구 만수로27번길 22-10 (만수동),37.46026375,126.7314132,남동구
도움재가노인복지센터,재가노인복지시설,"인천광역시 남동구 소래로 500, 136호 (수산동, 남동체육관)",37.43466364,126.7337884,남동구
에덴주야간보호센터,재가노인복지시설,인천광역시 남동구 찬우물로 45 (수산동),37.43700353,126.7217939,남동구
웃음꽃피는마을주간보호센터,재가노인복지시설,"인천광역시 남동구 예술로 206, A동 701호 (구월동, 중앙프라자)",37.45242769,126.701787,남동구
승진노인복지센터,재가노인복지시설,"인천광역시 남동구 논현역로 8, 302호 (논현동, 태성프라자)",37.40146682,126.7209966,남동구
MH 엄마손 실버복지용구,재가노인복지시설,"인천광역시 남동구 백범로 203, 103,104호 (만수동)",37.45945079,126.7261935,남동구
새날주간보호센터,재가노인복지시설,"인천광역시 남동구 석산로 248, 4층 (구월동)",37.46061532,126.7197196,남동구
미래교육 재가노인지원서비스센터,재가노인복지시설,"인천광역시 남동구 문화로145번길 15, 4층 (구월동)",37.45192696,126.6988571,남동구
다빈재가복지센터,재가노인복지시설,"인천광역시 남동구 주안로259번길 17, 1층 (간석동)",37.46403556,126.6987379,남동구
가정방문요양센터,재가노인복지시설,"인천광역시 남동구 담방로 105, 702동 104,113호 (만수동)",37.44839404,126.7395584,남동구
성산재가복지센터,재가노인복지시설,"인천광역시 남동구 용천로17번길 51, 1동 203호 (구월동, 무궁화빌라)",37.45108059,126.7112586,남동구
가온노인재가센터,재가노인복지시설,"인천광역시 남동구 하촌서로 50, 102호 (만수동)",37.45304136,126.7300997,남동구
정나눔방문요양센터,재가노인복지시설,"인천광역시 남동구 장승남로 75, 102호 (만수동)",37.44354048,126.7406907,남동구
두경재가센터,재가노인복지시설,"인천광역시 남동구 백범로 417, 6층 (간석동)",37.46730048,126.7047744,남동구
민들레재가복지센터,재가노인복지시설,"인천광역시 남동구 담방로21번길 55, 2층 23호 (만수동, 뉴서울종합상가)",37.44131441,126.735575,남동구
