,식당명,행정구역,도로명 주소,lat,lon,식당 설명,영업 시간,top_category,sub_category
961,아키라커피 본점,중구,인천광역시 중구 차이나타운로44번길 16-24,37.47631667,126.6188425,"아키라커피 본점은 인천 중구 인천역 인근에 있다. 이곳은 차이나타운에 있는 일본풍의 감성 카페다. 이곳 외벽에는 아키라커피와 카페의 시그니처 로고인 파랑새 문양이 보인다. 이곳에 들어가는 대문 안으로는 하얀 돌이 깔린 마당이 있다. 마당에는 테이블과 정원이 꾸며져 있다. 카운터 양쪽으로는 룸 2개가 있다. 이곳의 대표 메뉴는 아메리카노, 에스프레소다. 그 외 메뉴는 라테, 플랫화이트, 오렌지파운드케이크, 포르투갈 에그타르트, 로투스 더블 초코 쿠키 등이 있다. 이 카페 인근에는 한미수교백주년기념탑, 자유공원, 맥아더장군동상, 인천광역시역사자료관 등이 있어 연계 관광을 할 수 있다.  <br>※ 반려동물 동반 불가",12:00~21:00,디저트,카페/빵
962,강릉해변메밀막국수인천검단점,서구,인천광역시 서구 청마로112번길 22,37.58712424,126.6760397,"강릉해변메밀막국수 인천검단점은 인천지하철 2호선 독정역 1번 출구 인근에 있다. 메밀막국수 전문점으로 메밀물막국수, 메밀비빔막국수, 메밀전, 메밀묵밥, 메밀묵사발, 메밀만두, 수육 등이 있다. 식사 시간엔 웨이팅이 있을 수 있다. 셀프 코너가 있어 추가 반찬은 직접 덜어다 먹을 수 있고 국수를 제외한 모든 메뉴는 포장도 가능하다. 매장 내부는 4인 원목 테이블이 다수이고 인테리어에서 세월의 흔적을 느낄 수 있다.",10:00~21:00,한식,면
963,철이네물회전문점,중구,인천광역시 중구 마시란로 51-8,37.42691615,126.4199342,"철이네물회전문점은 인천광역시 중구 덕교동에 있다. 신선한 회를 푸짐하게 얹어 새콤달콤 시원하게 국물까지 먹을 수 있는 물회, 회덮밥 전문점으로 외부에는 신선한 해산물이 있는 수족관이 있으며 야외 테이블도 마련되어 있다. 주차는 음식점 바로 앞에 할 수 있다. 이곳의 대표 메뉴는 모둠물회 2인, 활우럭매운탕 2인이다. 밑반찬은 김치, 어묵볶음, 고추장아찌 등 4가지가 제공되고 물회는 작은 그릇이 아닌 빙수 그릇을 연상케 하는 큼지막한 그릇에 푸짐하게 담겨 나온다. 그 외 메뉴는 활우럭지리탕 2인, 광어물회 2인, 한치물회 2인, 간자미물회 2인, 연어물회, 바담모둠물회 2인 등 다양하다. 식당은 농림축산식품부 제공 안심식당이다. 인근에 용유하늘전망대, 마시안어촌체험휴양마을, 거잠포선착장, 실미도유원지 등이 있어 연계 관광을 즐길 수 있다.",주중 11:00~21:00<br>주말 11:00~21:00,한식,밥류
964,홍가명가궁석갈비,계양구,인천광역시 계양구 안남로 511 (효성동),37.52870387,126.7108076,홍가명가궁석갈비는 인천광역시 계양구 안남로에 있다. 매장에 전용 주차장이 있어 자동차로 방문하기 편리하고 대중교통도 잘 연계되어 있다. 매장 건물은 전통 한옥으로 지어진 2층 구조이며 깔끔한 외관 및 내부를 갖추고 있다. 이곳은 여러 방송사의 맛집 TV 프로그램에서 석갈비가 소개되었다. 석갈비는 갈비를 구워 돌판에 올려 손님에게 제공되는 방식을 말한다.,- 11:00~22:00<br>- 준비시간(평일) 15:00~16:30,한식,고기
965,핀오크,강화군,인천광역시 강화군 길상면 장흥로 185-9,37.61757323,126.5050684,"핀오크는 인천 강화군 길상면 장흥로 장흥 2리 마을회관 인근에 있다. 매장 앞에 큰 주차장이 있어 차량으로 이동 시 편리하다. 이곳은 1988년부터 조성된 넓은 정원 안에 자리 잡은 품격 있는 카페다. 우리나라에 ‘핀오크’라는 대왕참나무를 처음 한국에 들여와 전국으로 퍼뜨리면서, 카페 이름 역시 핀오크라 붙였다. 사계절 내내 매일매일 변화하는 자연을 직접 느낄 수 있다. 질 좋은 생두를 직접 커피를 로스팅하고 브런치를 비롯한 식사를 정성껏 준비하고 있다. 건물은 2층 단독 건물이다. 1층은 카운터, 좌석 2층은 일반 테이블과 단체 룸이 있다.",- 평일 11:00~17:00<br>- 주말 10:30~18:00,디저트,카페/빵
966,숲길따라카페,강화군,인천광역시 강화군 길상면 해안남로 309-12,37.60829403,126.5207922,숲길따라카페는 강화 초지대교를 지나 남쪽 동검도 인근에 있다. 매장 아래와 옆에 넓은 주차장이 있어 차량으로 방문하기 편리하다. 매장 안은 테이블 간격이 넓고 야외 정원 테이블과 바다 뷰 테이블이 있다. 통창으로 되어 있어 주변 뷰가 좋다. 음수대에 세면대가 있어 손을 씻을 수 있어 편리하다. 2층 야외 루프탑 테라스에서 오션뷰를 볼 수 있다.,[평일]<br>- 11:00~21:00<br>- 마지막 주문 20:00)<br>[주말]<br>- 10:00~21:30<br>- 마지막 주문 20:30,디저트,카페/빵
967,깨비옥 트리플스트리트,연수구,인천광역시 연수구 송도과학로16번길 33-3 송도 트리플스트리트,37.37987029,126.6612635,"깨비옥 트리플스트리트는 인천 1호선 테크노파크역 2번 출구 트리플스트리트 C동에 위치하고 있다. 주차는 매장이 있는 지하 주차장에 할 수 있다. 엄선된 최상급 원육으로 숙련된 셰프가 맑은 국물의 서울식 양반 곰탕과 육사시미를 요리한다. 외부는 깔끔한 인테리어가 돋보인다. 내부는 아담한 편으로 일반 테이블석과 바가 있다. 기본 찬으로 깍두기와 찍어 먹을 소스가 나오고 물 대신 보리차를 준다. 메뉴에는 한우곰탕, 한우육회&육사시미가 있다. 이외 매운 양곰탕, 한우 모둠수육, 평양 어복쟁반 등이 있다.",11:00~22:30,일식,생선
968,서산밴댕이,중구,인천광역시 중구 차이나타운로52번길 14,37.47521123,126.6180592,1993년 경에 문을 연 집이다. 밴댕이 거리에서 가장 큰 집이다. 회와 무침이 가장 많이 팔린다. 생선 매운탕도 전문이라고 한다.,09:00~02:00,한식,탕
969,브라운핸즈 개항로,중구,인천광역시 중구 개항로 73-1 (경동),37.47202571,126.6308054,"라이프스타일 디자인 브랜드 브라운핸즈가 운영하는 유명한 카페이다. 1960년대부터 2000년대 초반까지 운영되었던 이비인후과를 뉴트로 스타일로 리모델링했다. 내부는 접수창구와 환자들이 대기했을 나무 벤치, 진료실로 가는 계단이 있어 병원의 모습이 그려진다. 카운터가 있는 1층을 제외한 2, 3, 4층은 테이블공간이다. 여러 종류의 식물과 조명을 배치해 아늑한 분위기가 느껴진다.",10:00~23:00 (마지막 주문 22:30),디저트,카페/빵
970,한울능이버섯백숙,서구,인천광역시 서구 청라에메랄드로163번길 3-9 (청라동),37.53925723,126.6557846,"한울능이버섯백숙은 인천 청라국제도시 2단지 청라초등학교 근처에 있다. 주차는 매장 앞에 할 수 있고 바로 앞 공용주차장에 가능하다. 이곳은 능이의 쌉싸름한 맛이 살짝 가미된 진한 국물 맛이 일품인 능이 맛집이다. 닭볶음탕, 안동찜닭, 오리훈제구이 등 다양한 메뉴가 준비되어 있으며, 찰밥으로 만든 능이버섯 죽은 별미이다.",10:00~21:30,한식,고기
971,숙성명작,서구,인천광역시 서구 담지로8번길 14 (청라동),37.53085552,126.661176,"숙성명작은 인천 청라국제도시에 위치한 숙성 한우 전문점이다. 최상급의 한우를 신선한 제철 음식과 함께 정성껏 조리하여 서비스하고 있으며, 깨끗하고 캐주얼한 분위기에서 즐길 수 있도록 최선을 다하고 있다. 특안심, 채끝 등 숙성된 한우의 부드러운 맛과 감칠맛이 일품이며, 트러플과 성게알을 곁들인 육회도 인기 메뉴이다. 평양냉면 비빔은 매콤달콤한 맛으로 식사를 깔끔하게 마무리하기 좋다.",- 17:00~22:00<br>- 마지막 주문 21:00,한식,면
972,다랑채,강화군,인천시 강화군 선원면 선원사지로51번길 24,37.72339709,126.509615,강화산 순무를 직접 채 썰어 첨가물 없이 가마솥에서 여러 번 고르게 볶아 익혀서 만든 차. 2티스푼을 다관에 넣고 뜨거운 물을 부어 30초 동안 우려내면 구수하면서도 깊은 맛이 난다.,금~수요일<br>11:00~22:00,기타,기타
973,핑크김치,강화군,인천시 강화군 강화읍 남문안길 11,37.74499969,126.4853333,"강화순무요리경연대회에서 대상을 수상한 안옥천 농부와 잡지 에디터 출신 딸 김경민이 함께 만드는 순무김치. 직접 키운 강화 순무와 대파, 마늘을 사용하고 강화도 새우젓과 제주 한라산 더덕, 신안 천일염을 더한다. 귀여운 패키지로 선물용으로도 훌륭하다.",화~토요일<br>12:00~17:00,일식,생선
974,강화인삼센터,강화군,인천시 강화군 강화읍 강화대로 335,37.74226125,126.4925299,6년 근 인삼은 육질이 단단하고 향이 강한 데다 인삼의 주성분인 사포닌이 풍부하다. 강화도는 인삼이 자랄 수 있는 천혜의 자연조건을 갖추어 국내에서 유일하게 6년근 인삼을 재배하는 곳이다. 강화인삼센터에서는 강화인삼협동조합에 가입한 53개 점포의 상인들이 직접 재배한 인삼을 시중보다 싼 가격에 구입할 수 있다.,9:00~18:00,한식,탕
975,소래바다(소래꽃게빵),남동구,인천시 남동구 만수로 120,37.46532284,126.7387235,"소래포구의 대표 해산물인 꽃게를 본따 만들었다. 꽃게 모양 틀에 100% 국내산 쌀가루와 꽃게 분말, 키토 분말을 넣어 만든 반죽을 넣고 구워 고구마 맛 앙금을 가득 채웠다. 귀여운 일러스트 패키지로 선물용으로도 인기다.",월~금요일<br>9:00~18:00,한식,탕
976,약석원,강화군,인천시 강화군 양도면 중앙로787번길 56-53,37.69307992,126.4380224,"강화의 주요 농산물인 인삼, 찹쌀현미, 현미 등을 활용한 건강 간편식 제품. 강화섬 쌀과 아홉 가지 국내산 곡물, 연잎의 영양을 가득 담은 ‘강화섬 연잎건강밥’, 강화 인삼과 곡물로 맛과 식감을 모두 살린 ‘강화섬 인삼 건강밥’, 강화 속노랑 고구마를 넣어 밥맛이 달큰한 ‘강화고구마밥’ 등 다양한 즉석밥으로 구성되었다. 해썹(HACCP) 인증을 받은 시설에서 만들어 더욱 믿고 먹을 수 있으며, 실온 보관 가능하고 유통기한도 12개월로 넉넉하다.",월~금요일<br>9:00~20:00<br>토~일요일<br>8:00~19:00,한식,탕
977,인천탁주,부평구,인천시 부평구 안남로433번길 14,37.5217741,126.7095524,1990년 업계 최초로 쌀 먹걸리를 출시하고 지금까지 소성주를 만들어오고 있는 인천탁주. 오랜 세월 인천을 대표하는 질 좋은 막걸리를 빚으며 인천 양조업의 명맥을 잇고 있다. 인천탁주를 대표하는 소성주는 다른 지역에서 생산되는 막걸리와 달리 숙성 시간과 담금 횟수를 늘려 부드러우면서도 특유의 감칠맛이 매력적이다.,월~금요일<br>9:00~18:00,기타,기타
978,1982삼계정,부평구,인천 부평구 안남로417번길 20,37.5205075,126.7091344,,11:00~21:00<br>(20:15 라스트오더),기타,기타
979,세븐스플로어,부평구,인천 부평구 부평대로 15,37.4927669,126.7226969,,11:00~22:00<br>(15:00~17:00 브레이크타임 / 20:30 라스트오더),기타,기타
980,은수저,부평구,인천 부평구 화랑로47번길 24,37.4885254,126.701077,,11:30~21:00(15:00~16:00 브레이크타임),기타,기타
981,소금빛풍천장어,부평구,인천 부평구 길주로547번길 5,37.5078063,126.7231402,,11:00~22:00,한식,장어
982,덕수갈비,부평구,인천 부평구 마장로 402,37.5139653,126.7043252,,10:00~21:30,한식,고기
983,미담 맛을 논하다,부평구,인천광역시 부평구 마장로384번길 12,37.51235289,126.7046336,"미담 맛을 논하다는 서울지하철 7호선 산곡역 7번 출구 청천중학교 인근에 위치하고 있다. 식당 건물 앞에 전용 주차장이 있어 자동차로 방문 시 편리하다. 이곳은 짬뽕이 맛있기로 소문난 정통 중화요리 식당이다. 부평의 숨은 맛집으로 식당은 1층 단층 건물로 실내는 가족 단위 모임이나 회식 장소로 적당한 다인용 테이블과 룸을 갖추고 있다. 대표 메뉴는 미담 꼬기 짬뽕, 유린기, 미담 삼선 짬뽕, 삼선 간짜장, 탕수육 등이 있다. 이 외에 우육어향가지철판, 해삼전복 보신익정 등 다양한 요리를 맛볼 수 있다.",11:00~21:20 (브레이크타임 14:50~16:30 / 라스트오더 20:30),중식,고기
984,북해도,연수구,인천광역시 연수구 컨벤시아대로42번길 8 송도 코오롱 더 프라우 1단지,37.39906789,126.6519055,"북해도는 인천 1호선 인천대입구역 4번 출구 인천포스코고등학교 인근에 있다. 주차는 건물 뒤편, 푸르지오 지하 주차장을 이용하면 된다. 이곳은 가성비, 분위기 좋은 참치 전문점이다. 매장은 총 2층까지 있다. 가성비 좋은 평일 런치 정식 코스가 있다. 런치 정식코스는 1인 2만 원에 9가지가 되는 메뉴를 맛볼 수 있다. 런치 코스 메뉴 구성은 양상추샐러드, 새송이버섯구이, 양배추 채 회무침, 초밥 3 피스, 오코노미야키, 사시미, 튀김, 알밥, 우동이 있다. 채소류들은 신선하고 그릇도 깨끗하다. 덮밥류와 우동, 탕류, 초밥 등도 있다. 식당 인근에 송도센트럴파크, 인천상륙작전기념관, 인천시립박물관, 골프장이 있어 연계 관광을 할 수 있다.","월~금  11:50~23:00, 토 16:30~23:00",일식,생선
985,띤뜨,서구,인천광역시 서구 청라루비로42번길 14,37.52877765,126.6420444,띤뜨는 소고기와 각종 향신료를 6시간 이상 매일 우려내어 깊고 진한 맛을 느낄 수 있는 정성 가득한 쌀국수를 맛볼 수 있는 베트남 음식점이다. 띤뜨의 쌀국수는 뚝배기에 담겨 나와 다 먹을 때까지 따뜻하게 즐길 수 있다. 국수를 소스에 담가서 고기랑 야채랑 함께 먹는 분짜도 인기 있는 메뉴이다. 깔끔하고 따뜻한 느낌의 원목 인테리어와 아기자기한 소품들은 편안하고 아늑한 분위기를 연출한다. 흔한 쌀국숫집보다는 고급스러운 분위기로 카페 같은 느낌이다.,11:00~21:30 (15:30~17:00 브레이크타임),한식,면
986,타니스 청라레스토랑,서구,인천광역시 서구 정서진5로 29,37.5620539,126.6178207,"타니스 청라레스토랑은 인천광역시 서구 오류동 경인아라뱃길 인근에 있는 이탈리안 레스토랑이다. <br>창밖으로 경인아라뱃길이 흘러 뷰가 좋다. 특히 저녁 시간엔 아름다운 일몰을 감상할 수 있다. 야외 테라스에도 테이블이 있어 사진 찍기 좋다. 대표 메뉴는 명란크림, 까르보나라, 머슈룸크림, 새우빠네크림이고 주문과 함께 식전 빵과 올리브유가 제공된다. 그 외 고르곤졸라, 마르게리따 엑스트라, 링귀니면 해산물토마토, 페쉐&누룽지, 명란을 곁들인 알리오올리오, 스파이시로제, 토마토 해산물 등 다양한 메뉴가 있다. 매장이 깔끔하고 창이 넓어 데이트 코스로도 좋다. 아라뱃길, 캠핑장, 정서진 등이 가까워 연계 관광도 할 수 있다.<br>※ 반려동물 동반 가능",10:00~21:00 (주중 브레이크 타임 15:00~17:00),디저트,카페/빵
987,송추가마골 인천구월점,남동구,인천광역시 남동구 인주대로 544,37.45004888,126.6970472,"송추가마골 인천구월점은 인천광역시 남동구 구월동 우체국 인근에 있다. 인천1호선 예술회관역 9번 출구에서 도보 5분 거리다. 점심에는 갈비탕과 다양한 구이 정식류를 판매하고 저녁에는 돼지구이, 소갈비 등을 판매한다. 1층은 카페이고 2층은 식당으로 운영하고 있다. 단체 손님, 예약 고객을 위한 대형 룸도 준비되어 있다. 대표 메뉴는 우대 본 갈비, 가마골 갈비, 가마골 갈비 정식(점심)이다. 갈비는 72시간 이상 냉장 숙성해 손님상에 낸다. 인근에 인천문화 예술 회관이 있어 미술품 전시, 공연, 콘서트 등을 관람할 수도 있다.",11:00~21:30<br>※ 20:50 라스트오더,한식,고기
988,야끼화로 송도점,연수구,인천광역시 연수구 컨벤시아대로 126 푸르지오월드마크,37.39251855,126.6461201,"야끼화로 송도점은 인천 연수구 송도국제도시에 있다. 이곳의 외부는 노란색 조명으로 장식되어 있어 따뜻한 분위기를 느낄 수 있다. 입구에는 ‘야끼’를 일본어로, ‘화로’를 한문으로 적어 놓은 입간판이 있다. 이곳은 가성비 소고기구이 전문점이다. 메뉴는 야끼세트, 와규세트, 생삼겹살, 이베리코 꽃목살, 돼지 왕갈비, 한우육회비빔밥 등 다양하다. 밑반찬은 샐러드 외 4가지가 제공된다. 식당 인근에는 대형 쇼핑센터, 송도 센트럴파크, 해돋이공원, 호텔 등이 있어 연계 관광을 즐길 수 있다.   <br>※반려동물 동반 불가",11:30~02:00,한식,밥류
989,누룩골 삼산점,부평구,인천광역시 부평구 장제로 348,37.51664733,126.7326254,"인천 부평구 삼산동의 누룩골 삼산점은 지하철 7호선 굴포천역 6번 출구로부터 약 1.2킬로미터 떨어진 거리에 있다. 건물 1층 필로티 공간에 넓은 주차 공간이 마련되어 있다. 2층과 3층 실내에는 별도의 개별 룸을 갖추어 가족 모임을 비롯한 단체 모임을 하기 좋은 장소이다. 누룩골 삼산점은 인천 계양구가 선정한 맛있는 집, 그리고 한국방문의 해 위원회에서 식당환대 업소로 선정된 음식점이다. 이곳은 전통 보양식 닭 요리 전문점으로 능이진국삼계탕과 누룽지 백숙, 닭볶음탕 등을 주메뉴로 한다. 식사 후 인근의 햇살공원에서 산책을 할 수 있고 굴포천 산책로 자전거길을 따라 하이킹을 해도 좋다.",매일 11:30 ~ 21:30 (20:30 라스트오더),한식,탕
990,멜팅룸,남동구,인천광역시 남동구 은봉로312번길 29-16,37.40457412,126.7258597,"멜팅룸은 세계 최대 3대 요리학교 Le Cordon Bleu 출신의 오너 셰프의 레스토랑이다. 수제버거와 파스타, 스테이크, 그리고 엄선된 국내 브루어리의 수제맥주를 함께 즐길 수 있는 곳이다. 수제버거 레스토랑으로는 전국에서 단 3곳이며, 파리지앵버거, 멜팅치즈버거, 풀드포크버거 등 시그니처 메뉴가 있으며, 파스타와 스테이크도 함께 많이 찾는다. 매일 신선한 식재료를 로컬 마켓에서 직접 구입하여 대부분의 소스와 식재료를 홈메이드 방식으로 만들어 제공한다. 한국의 미슐랭 가이드라고 불리는 레스토랑 평가 블루리본서베이에 2019, 2020, 2021, 2022, 2023 수록된 바가 있다.",11:00~21:00<br>브레이크타임 15:00~16:00<br>라스트오더 20:30,양식,고기
991,봄날의 정원 한식당,강화군,인천광역시 강화군 선원사지로 67,37.72434971,126.5070291,"봄날의 정원 한식당은 미술관같이 조용하고 단정한 곳에서 여유롭고 편안한 식사를 할 수 있는 한정식 전문점이다. 정갈한 한식과 소소한 정원이 함께하는 공간이다. 안마당이 있는 구조로 매장 안쪽에 정원과 연결되어 있어 개방감이 있다. 40년 전통방식으로 직접 담는 보쌈김치와 국산 생돼지고기로 삶은 부드러운 수육을 맛볼 수 있으며, 건강한 제철 나물반찬과 솥밥이 어우러지는 세련된 1인 반상으로 제공된다. 메뉴로는 육보세트, 잔술세트, 보쌈정식, 한우육개장정식, 그리고 한정수량으로 판매하는 국산콩 해물순두부정식 등이 있다.",화~토 11:00~19:30<br>- 브레이크타임 15:00~17:00<br>- 라스트오더 18:40<br>일 11:00~15:00<br>- 라스트오더 14:10,한식,밥류
992,오구당당 부평본점,부평구,인천광역시 부평구 경원대로1377번길 47,37.49355538,126.7220492,"오구당당 부평본점은 1996년에 오픈하여 지금까지 방문객이 400만 명이 넘게 방문한 우렁쌈밥집이다. 부평과 인천의 대표 맛집으로 언론에도 수십 차례 소개된 바가 있다. 또한, 2013~2022 블루리본 서베이에 수록되었다. 고소한 우렁쌈장은 미국수출까지 할 정도로 검증된 맛이다. 불맛 가득 훈제육볶음과 함께 먹는 우렁쌈장을 한번 맛보게 되면 재방문을 안 할 수가 없다. 매일 웨이팅이 있어 순번대기시스템까지 갖추고 있다.",11:20~21:20<br>브레이크타임 15:00~16:30<br>라스트오더 20:20<br>※ 재료 소진 시 조기 마감,한식,고기
993,만수숯불갈비,남동구,인천광역시 남동구 수현로 125,37.46418964,126.7387291,"만수숯불갈비는 감칠맛이 나는 수제 왕갈비 전문점이다. 대표메뉴는 한돈 수제 왕갈비, 한돈 만수갈비이다. 고기의 육질이 부드럽고 고기의 양념도 적당하여 남녀노소 누구나 맛있게 먹을 수 있는 맛이다. 타기 쉬운 양념갈비지만 이곳은 직원이 직접 구워준다. 이외에도 생삼겹살과 한우육회, 소양념갈비 등의 고기류가 있으며, 전복갈비탕, 우거지해장국, 양지탕, 육회비빔밥 등의 식사류도 함께 판매하고 있다.",11:00~21:30 (라스트 오더 21:00),한식,밥류
994,신화장어,남동구,인천광역시 남동구 은봉로419번길 35,37.41174568,126.7358864,"신화장어는 몸보신으로 좋은 장어구이 전문점이다. 대표메뉴는 장어구이이며, 장어는 시세 따라 가격이 변동된다. 이외에도 장어탕이 있고, 장어구이와 함께 먹을 수 있는 국수도 있다. 국수는 여름에는 열무국수를, 겨울에는 잔치국수로 맛볼 수 있다.",11:30~22:00<br>라스트오더 21:10,한식,장어
995,준스레시피,강화군,인천광역시 강화군 화도면 사기리,37.61545316,126.4557118,"준스레시피는 강화도에 위치한 소갈비찜 전문점이다. 30년 이상 궁중요리를 연구한 노하우가 가득 담긴 요리를 제공한다. 대표메뉴는 소갈비찜으로 감칠맛이 일품인 비법 간장으로 오랜 시간 정성을 담아 끓여 냈다. 양념이 잘 배어 있어 잡내 없이 깔끔하고 부드러운 식감의 소갈비의 맛을 느낄 수 있다. 인근에 동막해수욕장, 전등사 등을 관광할 수 있다.",주중 11:00~15:00 (라스트오더 14:00)<br>주말 11:00~20:00 (라스트오더 19:00),한식,고기
996,그린홀리데이,강화군,인천광역시 강화군 해안남로 814,37.60965983,126.4803653,"그린홀리데이는 인천 강화군 길상면 선두4리선착장 인근에 있다. 이곳은 13년 경력의 로스터가 직접 운영하는 곳이다. 강화도의 작은 유럽 마을로 방송에도 여러 번 소개된 적이 있는 곳이다. 이곳은 A, B, C동으로 나뉘어 있다. A동은 브런치와 다이닝 카페가 있는 곳이다. B동은 프랑스 자수 공방과 부동산이 있다. C동은 카페와 베이커리, 핸드드립, 브런치를 즐길 수 있는 곳이다. 이곳의 대표 메뉴는 Serious Mocha, Saskatchewan Omellet, Tripleberry 프렌치토스트, Jambon Beurre Set다. C동 키친동에서는 이탈리안 음식을 즐길 수 있다. 종류는 파스타, 피자, 리소토, 스테이크 등 여러 종류가 있다. 카페 인근에는 펜션, 캠핑장, 워터파크 등이 있어 연계 관광을 할 수 있다.<br>※ 반려동물 동반 가능","월~금 10:00~19:00<br>- 라스트오더 18:30<br>토, 일 09:00~20:00<br>- 라스트오더 19:30",양식,피자
997,군봉묵은지김치찜,연수구,인천광역시 연수구 비류대로150번길 13,37.42858946,126.6514436,"군봉묵은지김치찜은 수·인분당선 송도역 1번 출구 인근에 있다. 이곳은 묵은지를 주재료로 하는 한식 전문점이다. TV 맛집 프로그램에도 여러 번 소개되었던 곳으로 벽면에 유명 인사들이 다녀가면서 남긴 사인이 있다. 김치를 개별 저장실에서 2년간 숙성시킨 묵은지를 이용하여 요리하는 이곳의 대표 메뉴는 묵은지 김치찜, 묵은지 모둠찜, 묵은지 등갈비찜이다. 콩나물, 계란찜, 잡채 등 5가지 밑반찬이 제공된다. 그 외, 쫀득한 맛고기, 삼겹보쌈, 삼겹수육, 어린이 수육, 세트 메뉴 등 다양한 메뉴가 준비되어 있다. 인근에 인천광역시립박물관, 인천상륙작전기념관 등 관광지가 있어 연계 관광을 할 수 있다.",10:00~21:30,한식,고기
998,송쭈집 본점,연수구,"인천광역시 연수구 센트럴로 160 (송도동, 송도센트럴파크푸르지오)",37.39238242,126.643737,"TV 프로그램에도 여럿 소개된 바 있는 주꾸미요리 전문점이다. 이 집의 대표 메뉴는 주꾸미 삼겹살이다. 냄비에 삼겹살을 밑에 깔고 주꾸미에 양배추와 부추와 떡 사리로 맛을 낸 별미이다. 주꾸미를 다 먹으면 치즈나 날치알을 듬뿍 넣고 먹는 볶음밥도 송쭈집에서 인기다. 건물 2층 내부 홀도 넓지만, 대기석을 비롯한 널찍한 야외 데크가 있어 식사 후에도 잠깐의 휴식을 취할 수 있다.",11:00 ~ 21:50,한식,밥류
999,스시이와,연수구,인천광역시 연수구 센트럴로 194 더샵 센트럴파크2,37.3942377,126.6407011,"스시이와는 인천광역시 송도국제도시 인천지하철 1호선 센트럴파크역 3번 출구 센트럴파크 인근에 있다. 이곳은 캐치 테이블 홈페이지에서 예약과 예약금 지불 후 방문할 수 있다. 이곳의 대표 메뉴는 오마카세다. 메뉴가 제공되기 전에는 트러플 향이 나는 차완무시가 먼저 제공된다. 그 외에는 농어, 광어, 참다랑어, 참돔, 한치, 숙성 광어, 된장소스 올린 가지구이, 우동 등 다양한 메뉴가 제공된다. 식사 후에는 드립 커피와 땅콩 아이스크림이 디저트로 제공된다. 식당 인근에는 송도센트럴파크, 호텔, 대형쇼핑센터 등 다양한 관광지가 있어 연계 관광을 즐길 수 있다.    <br>※ 반려동물 동반 불가",11:30~22:00 (브레이크타임 15:00~17:30 / 라스트오더 20:30),일식,초밥
1000,포크,연수구,인천광역시 연수구 송도과학로16번길 13-18 송도건원테크노큐브,37.38107292,126.6608274,"포크는 송도 트리플스트리트에 디저트 카페이다. 흑임자를 재료로 한 시그니처 메뉴와 다양한 음료 및 디저트를 판매한다. 카페의 외부 자리도 여유롭게 마련되어 있고, 곳곳에 사진 찍기 좋은 스폿이 있어 인증사진 남기기에도 좋다.",12:00~21:50 (라스트오더 21:00),디저트,카페/빵
1001,고니면옥,연수구,인천광역시 연수구 송도미래로 47,37.36786315,126.6501898,"고니면옥은 인천 연수구 송도국제도시 송도스마트밸리지식산업센터 인근에 있다. 주차는 매장 빌딩에 가능하다. 이곳은 20년 경력의 조리장이 직접 함흥냉면을 만든다. 내부에는 4인 입식 테이블로 마련되어 있다. 대표 메뉴는 물냉면, 회냉면이다. 그 외 메뉴는 비빔냉면, 온면, 왕만두, 왕갈비탕, 보쌈, 실속 보쌈, 도가니수육 등 다양한 메뉴가 준비되어 있다. 늦은 시간에 방문하면 재료가 소진되어 주문이 불가능한 메뉴가 있을 수 있다. 음식점 인근에는 대형 쇼핑센터, 송도센트럴파크, 송도글로벌파크, 호텔 등 다양한 관광지가 있어 연계 관광을 즐길 수 있다.<br>※반려동물 동반 불가",11:00~20:00 (라스트오더 19:30),한식,고기
1002,전구식당,연수구,인천광역시 연수구 컨벤시아대로 50 푸르지오월드마크,37.3977486,126.6516916,"전구식당은 인천광역시 연수구 송도국제도시에 있다. 이곳의 이름은 온전할 전, 갖출 구의 한자를 따서 빠짐없이 모두 갖추었다는 의미로 만들어진 식당이다. 식당의 전체적인 구조는 세로로 길게 이어져 있고 내부는 블랙과 화이트톤으로 조화를 이뤄 깔끔한 인테리어를 자아낸다. 대표 메뉴는 소갈비, 살치 등심, 점심특선-숯불불고기정식이다. 그 외 메뉴는 점심특선-숯불불고기정식, 삼겹살, 목살, 얼큰꽃게라면, 소갈비김치볶음밥 등 다양한 메뉴가 준비되어 있다. 식당 인근에는 호텔, 송도센트럴파크, 대형쇼핑센터 등 다양한 관광지가 있어 연계 관광을 즐길 수 있다.<br>※ 반려동물 동반 불가",11:00~22:00 (라스트오더 21:00),한식,고기
1003,취선,부평구,인천광역시 부평구 굴포로 50-6,37.51143116,126.7264511,매일 신선한 야채와 해물로 손님상에는 신선함 만을 올리는 업소가 바로 ‘취선’이다. 칠리소스와 새우를 뜨겁게 달궈진 철판에 얹어 깊은 맛을 내 남녀노소와 외국인 모두의 입맛에 맞는 철판 간소대하와 부드러운 닭고기 살을 튀겨 상큼한 레몬소스를 얹어서 만든 닭고기 레몬소스는 이 집의 인기 메뉴이다.,11:00~21:00 (브레이크타임 15:00~16:30 / 라스트오더 20:20),한식,탕
